time_ns,msd
0.183,4.954267754030243
0.184,4.981693673294002
0.185,5.009055653113279
0.186,5.036646951005419
0.187,5.06463557909831
0.188,5.092450694637127
0.189,5.121019019432839
0.19,5.14964423744278
0.191,5.1784121316161364
0.192,5.207092939807842
0.193,5.235931782649957
0.194,5.265503625131765
0.195,5.295019861991239
0.196,5.324300432979495
0.197,5.3536156201761225
0.198,5.383083608770674
0.199,5.413266927466806
0.2,5.443383193778349
0.201,5.474222233349904
0.202,5.505633006969504
0.203,5.537212358954071
0.204,5.568669227435893
0.205,5.599864507546344
0.206,5.631075565742334
0.207,5.662222444811462
0.208,5.693708747107588
0.209,5.725110214273199
0.21,5.756147102932517
0.211,5.787127356713412
0.212,5.818181321398238
0.213,5.84967285575523
0.214,5.88102782055177
0.215,5.912145263654162
0.216,5.942774366888033
0.217,5.972857662312473
0.218,6.0026136023686085
0.219,6.032687230520862
0.22,6.063402860336659
0.221,6.09450399900686
0.222,6.125495627019355
0.223,6.1566441864459645
0.224,6.1871770301427444
0.225,6.217564766542369
0.226,6.247260094882587
0.227,6.276972609341915
0.228,6.306891436686638
0.229,6.336354458000507
0.23,6.365187182940177
0.231,6.394101442019796
0.232,6.42388906718323
0.233,6.453786093713508
0.234,6.4838826777061955
0.235,6.5139915047488754
0.236,6.544454739003363
0.237,6.574685119251678
0.238,6.60422420203659
0.239,6.634101216897742
0.24,6.664059624135881
0.241,6.694002504279931
0.242,6.724345206280296
0.243,6.754835831697732
0.244,6.784922996365446
0.245,6.8148789166234245
0.246,6.845148136171061
0.247,6.875586689804572
0.248,6.906201643035835
0.249,6.937076457281606
0.25,6.96765368131696
0.251,6.997666460465581
0.252,7.027827937548988
0.253,7.05767743877472
0.254,7.088049936169619
0.255,7.118250395069575
0.256,7.1482930986651425
0.257,7.178355444659436
0.258,7.207969720571036
0.259,7.237119901254213
0.26,7.266258428534774
0.261,7.2955370989977055
0.262,7.325155729409441
0.263,7.354614106903834
0.264,7.384082305185534
0.265,7.413503714138572
0.266,7.44256418378891
0.267,7.471320816884935
0.268,7.500246768187078
0.269,7.529716697735876
0.27,7.559619688664847
0.271,7.589646062508055
0.272,7.620093366795367
0.273,7.6507210654770645
0.274,7.68204082296559
0.275,7.713883510491063
0.276,7.746203659642546
0.277,7.778464082192654
0.278,7.8106420196998405
0.279,7.842523331915509
0.28,7.8741618911752465
0.281,7.906051961189946
0.282,7.937308235347966
0.283,7.968429132926549
0.284,7.999951117513952
0.285,8.031682958088266
0.286,8.0629847283485
0.287,8.094092971952248
0.288,8.124852594958872
0.289,8.155648873663973
0.29,8.1864834816887
0.291,8.217308861470215
0.292,8.247755930400473
0.293,8.278409160082056
0.294,8.308744175961674
0.295,8.338816589195007
0.296,8.369581467795163
0.297,8.400586790085327
0.298,8.431654934305291
0.299,8.46263571245624
0.3,8.493497009396279
0.301,8.525082096286416
0.302,8.55691475349692
0.303,8.588645583735538
0.304,8.6199602618597
0.305,8.651375201640194
0.306,8.682453151250064
0.307,8.713347926889147
0.308,8.74443082754819
0.309,8.775874033416287
0.31,8.807071056877083
0.311,8.838174384696266
0.312,8.869539649357685
0.313,8.90066465357623
0.314,8.931769592149006
0.315,8.963111504760427
0.316,8.994421010766434
0.317,9.026171914289694
0.318,9.057634357026549
0.319,9.088130449257536
0.32,9.118376943295857
0.321,9.148286272009697
0.322,9.178446073757694
0.323,9.208869418425863
0.324,9.239360098698008
0.325,9.269403678437188
0.326,9.299296749947276
0.327,9.32889314648801
0.328,9.358375454576661
0.329,9.388138897337255
0.33,9.41764527232052
0.331,9.446896573710921
0.332,9.476139843880352
0.333,9.505643082569069
0.334,9.534703887927504
0.335,9.563493428533453
0.336,9.592465982441675
0.337,9.621559607682672
0.338,9.650873873876238
0.339,9.680390033352529
0.34,9.709829789149367
0.341,9.738914210472979
0.342,9.767668651796415
0.343,9.797011419331636
0.344,9.826908049759501
0.345,9.856986789171678
0.346,9.88683405403416
0.347,9.91692353706232
0.348,9.947035131494822
0.349,9.976870660670468
0.35,10.006419860336813
0.351,10.035826429703555
0.352,10.065884844167925
0.353,10.095832545539695
0.354,10.125422629034686
0.355,10.15462960940544
0.356,10.182964153372268
0.357,10.210859200916074
0.358,10.238817546446452
0.359,10.266726565470963
0.36,10.29385729579593
0.361,10.321113760628446
0.362,10.348521562060597
0.363,10.375945157240734
0.364,10.403562996369514
0.365,10.430520425237441
0.366,10.457054790491956
0.367,10.483703980505517
0.368,10.510221995639267
0.369,10.5361977869737
0.37,10.561883927795675
0.371,10.5879545691464
0.372,10.61407814553657
0.373,10.640420496213563
0.374,10.666790679068047
0.375,10.693134158666268
0.376,10.7196307440452
0.377,10.746169755853936
0.378,10.772880626512208
0.379,10.799772220209666
0.38,10.826415969709878
0.381,10.852882654199364
0.382,10.879117055782611
0.383,10.904529040418897
0.384,10.929736687290479
0.385,10.955731099379422
0.386,10.981946910685199
0.387,11.007634475370931
0.388,11.03304683656925
0.389,11.058330883801403
0.39,11.083033878529466
0.391,11.107859120372986
0.392,11.133129509101943
0.393,11.158134496562917
0.394,11.183356674891323
0.395,11.207786496353053
0.396,11.232463617793481
0.397,11.256957659509485
0.398,11.281801472946706
0.399,11.306377436877169
0.4,11.33118697882833
0.401,11.355542248719308
0.402,11.379449036881077
0.403,11.403620037434107
0.404,11.42850737694029
0.405,11.453728099531622
0.406,11.478910723658155
0.407,11.50448147547137
0.408,11.530238961367862
0.409,11.556110614927023
0.41,11.581900359241384
0.411,11.608059684705715
0.412,11.634264436180345
0.413,11.66047604214932
0.414,11.687073635570368
0.415,11.713283418406425
0.416,11.738765327084183
0.417,11.763398450585942
0.418,11.78806894356525
0.419,11.812716069132925
0.42,11.836975873252738
0.421,11.86131641449591
0.422,11.885236886036362
0.423,11.909289362252762
0.424,11.93338545807935
0.425,11.957388848739097
0.426,11.981527958938136
0.427,12.005592417861605
0.428,12.02918173972385
0.429,12.052525026481286
0.43,12.075914327555749
0.431,12.098928935951138
0.432,12.122038373133154
0.433,12.144908062701841
0.434,12.168297443703887
0.435,12.191638733863694
0.436,12.215139613779542
0.437,12.239057604007547
0.438,12.26325031886219
0.439,12.287878848823244
0.44,12.312759025631042
0.441,12.337333681482534
0.442,12.362565364163917
0.443,12.387841158144532
0.444,12.413420354169633
0.445,12.43993632753905
0.446,12.465942977805593
0.447,12.492317398901008
0.448,12.518779564061852
0.449,12.5459190075515
0.45,12.573199651513901
0.451,12.600349452497753
0.452,12.627090302242202
0.453,12.654308739593528
0.454,12.681826708618924
0.455,12.710399110090426
0.456,12.73951447591034
0.457,12.768130305080575
0.458,12.795882308772875
0.459,12.823406862708387
0.46,12.850237012767217
0.461,12.876974298289756
0.462,12.903915275674997
0.463,12.931074244534775
0.464,12.958554069069356
0.465,12.986061915527715
0.466,13.013409471073603
0.467,13.040226367743523
0.468,13.06690963255596
0.469,13.094052130706928
0.47,13.120954751656189
0.471,13.148214080573194
0.472,13.175675275929244
0.473,13.202686321461503
0.474,13.229261282443233
0.475,13.254846053488203
0.476,13.279790575787448
0.477,13.305104835511207
0.478,13.331033371922203
0.479,13.356753465516745
0.48,13.381859672590288
0.481,13.406708208218204
0.482,13.431576136993463
0.483,13.456883288689735
0.484,13.482765248707155
0.485,13.508735517356703
0.486,13.534776325178635
0.487,13.561190280081743
0.488,13.587576999288466
0.489,13.61307084427221
0.49,13.639208869933555
0.491,13.665406176336736
0.492,13.691227139147733
0.493,13.71727959740024
0.494,13.743069672137215
0.495,13.76901211166422
0.496,13.795612902909586
0.497,13.822139499137672
0.498,13.848555211345616
0.499,13.874482534716787
0.5,13.901058598479121
0.501,13.927420825163486
0.502,13.953632128681006
0.503,13.979210815361318
0.504,14.004092593071976
0.505,14.02812505521388
0.506,14.051712674069016
0.507,14.07536122260953
0.508,14.099758611682768
0.509,14.124186219642548
0.51,14.149103439303946
0.511,14.17340862503112
0.512,14.19726797353227
0.513,14.221525557734282
0.514,14.245910869953901
0.515,14.270470445680578
0.516,14.2953611063726
0.517,14.319837775905468
0.518,14.343486978445508
0.519,14.366400994445756
0.52,14.38912962335821
0.521,14.412546912009846
0.522,14.435567137219898
0.523,14.457937250703765
0.524,14.481121876067052
0.525,14.504685544114874
0.526,14.528510537933164
0.527,14.552087610469576
0.528,14.574652034847322
0.529,14.596269189995471
0.53,14.618094052658646
0.531,14.6395893468984
0.532,14.660134673670406
0.533,14.68079584432131
0.534,14.702302017149663
0.535,14.723696608594505
0.536,14.745225879859108
0.537,14.767200962353183
0.538,14.78968789524899
0.539,14.812133115246553
0.54,14.83471928301931
0.541,14.856091510010367
0.542,14.876816185870423
0.543,14.89727321686869
0.544,14.917759826381635
0.545,14.938618603107596
0.546,14.959437000086442
0.547,14.97997113054188
0.548,14.99978307782266
0.549,15.019102323192723
0.55,15.037925416849964
0.551,15.057118934487328
0.552,15.07678190355947
0.553,15.096338057115831
0.554,15.116410768292967
0.555,15.13613385247595
0.556,15.155521090210254
0.557,15.17427821461103
0.558,15.193337201391445
0.559,15.212382394153634
0.56,15.230907803279855
0.561,15.249784889710227
0.562,15.268779868286297
0.5630000000000001,15.287208476759806
0.5640000000000001,15.305753234554748
0.5650000000000001,15.323746124005032
0.5660000000000001,15.341847677320947
0.5670000000000001,15.360433737198974
0.5680000000000001,15.37885319654641
0.5690000000000001,15.398089785676722
0.5700000000000001,15.417445834176391
0.5710000000000001,15.43711527699166
0.5720000000000001,15.456987242903613
0.5730000000000001,15.476389008203054
0.5740000000000001,15.496204263781577
0.5750000000000001,15.516484458540454
0.5760000000000001,15.536922712327083
0.577,15.556747593938427
0.578,15.57619390379888
0.579,15.596271003743555
0.58,15.617082009674869
0.581,15.637782187838948
0.582,15.658224408185381
0.583,15.678350160084152
0.584,15.698647813116311
0.585,15.71884928888222
0.586,15.738956728539733
0.587,15.758420237439498
0.588,15.777532154241353
0.589,15.797083569974754
0.59,15.816867529992974
0.591,15.836694675864177
0.592,15.856740453405743
0.593,15.876952729364948
0.594,15.897485257256696
0.595,15.918537556660432
0.596,15.939699774445488
0.597,15.96200916251772
0.598,15.984247296829606
0.599,16.006391062614796
0.6,16.028580375733238
0.601,16.050717539626994
0.602,16.072815454885376
0.603,16.094913240592945
0.604,16.116920527790587
0.605,16.138220756562266
0.606,16.15966854502559
0.607,16.18093256348306
0.608,16.202447707064966
0.609,16.223808320817316
0.61,16.244914799719993
0.611,16.266394771304718
0.612,16.288522144585603
0.613,16.311245325036364
0.614,16.334119111621693
0.615,16.356704902800928
0.616,16.37915237436935
0.617,16.40146530251121
0.618,16.423925096423957
0.619,16.446744758358054
0.62,16.469268021099563
0.621,16.491136401690767
0.622,16.51279853367351
0.623,16.534065181990638
0.624,16.555619633259933
0.625,16.577320585039125
0.626,16.59852192396356
0.627,16.619436231541215
0.628,16.640533919742296
0.629,16.661267577249284
0.63,16.681711251423614
0.631,16.702537547858004
0.632,16.723577414450975
0.633,16.744716980172633
0.634,16.76554937063488
0.635,16.786445872999256
0.636,16.80743827971964
0.637,16.829109380948847
0.638,16.850576559987314
0.639,16.871749302692816
0.64,16.892782239223145
0.641,16.91391975149045
0.642,16.935182376195748
0.643,16.956778121782754
0.644,16.978187712656332
0.645,17.000451998999715
0.646,17.022467270928335
0.647,17.044282023260692
0.648,17.065361266468106
0.649,17.086720854814935
0.65,17.107897068377575
0.651,17.128293760786054
0.652,17.148652914727194
0.653,17.169327529904013
0.654,17.19092374582089
0.655,17.212421024274434
0.656,17.233794989478383
0.657,17.254676107424967
0.658,17.27574466426768
0.659,17.29721043732205
0.66,17.31835262472629
0.661,17.339346585504284
0.662,17.36014116426662
0.663,17.380770381805167
0.664,17.401388552646914
0.665,17.421623403932177
0.666,17.44162304075764
0.667,17.461555804139753
0.668,17.48185439687076
0.669,17.501565711913038
0.67,17.520684655983146
0.671,17.53999297901315
0.672,17.55873323682966
0.673,17.57754901182407
0.674,17.59692145254872
0.675,17.61685238847576
0.676,17.636432754813313
0.677,17.656109524749766
0.678,17.676271030218565
0.679,17.69707593538833
0.68,17.717578142845696
0.681,17.73846077304848
0.682,17.75924912894441
0.683,17.779547388109854
0.684,17.800852505820767
0.685,17.822453596129325
0.686,17.844197228597142
0.687,17.865562815843752
0.6880000000000001,17.88634925781951
0.6890000000000001,17.906746760073034
0.6900000000000001,17.927046183279195
0.6910000000000001,17.947422356191446
0.6920000000000001,17.967579304786668
0.6930000000000001,17.987426732916795
0.6940000000000001,18.006765299981577
0.6950000000000001,18.026961791086755
0.6960000000000001,18.047142944280978
0.6970000000000001,18.067292899035955
0.6980000000000001,18.087714762013448
0.6990000000000001,18.10772419018737
0.7000000000000001,18.12794172894342
0.7010000000000001,18.148025708141084
0.7020000000000001,18.168091796616714
0.7030000000000001,18.18770690105843
0.704,18.207824976877788
0.705,18.22771284312808
0.706,18.247621744183775
0.707,18.267565063259234
0.708,18.288028105956315
0.709,18.308232331591775
0.71,18.327857583625093
0.711,18.347566800908925
0.712,18.367921012708592
0.713,18.38842723256309
0.714,18.408977053583687
0.715,18.429330974070375
0.716,18.449720664972148
0.717,18.47018100060407
0.718,18.49059032852267
0.719,18.51123669260207
0.72,18.53184808945415
0.721,18.55277392159791
0.722,18.574480851962846
0.723,18.596134849468786
0.724,18.617114483408553
0.725,18.638034874524216
0.726,18.658863613185275
0.727,18.68046782506846
0.728,18.70172784447219
0.729,18.722551003711647
0.73,18.743134426032306
0.731,18.763091521514696
0.732,18.783875462297704
0.733,18.804137476819736
0.734,18.823547269975
0.735,18.843295918090792
0.736,18.86281188563934
0.737,18.882113458404497
0.738,18.90068384652241
0.739,18.918676959118738
0.74,18.936301159685286
0.741,18.953773253429134
0.742,18.971531854823763
0.743,18.989573618824775
0.744,19.00770652733653
0.745,19.02575260721525
0.746,19.043419968473184
0.747,19.061374102956858
0.748,19.07859526201846
0.749,19.095633386820108
0.75,19.113239155250138
0.751,19.130491527295636
0.752,19.14791286662928
0.753,19.164483439300387
0.754,19.180826551172107
0.755,19.197443461528632
0.756,19.214704498225576
0.757,19.23267832354368
0.758,19.25042053283936
0.759,19.26810927988279
0.76,19.286024135606244
0.761,19.303644381641416
0.762,19.32064673444239
0.763,19.336790762624396
0.764,19.352077805166978
0.765,19.367436887093923
0.766,19.38354906063904
0.767,19.400297486763623
0.768,19.41671072034983
0.769,19.433295380897768
0.77,19.450022615143055
0.771,19.46658575510844
0.772,19.483202786269548
0.773,19.499165011396407
0.774,19.51496573898043
0.775,19.52990148288233
0.776,19.54507742198453
0.777,19.560484923157315
0.778,19.57613572041246
0.779,19.591956406744387
0.78,19.607992924311148
0.781,19.623460634837052
0.782,19.638788372912618
0.783,19.65348953255545
0.784,19.6677724806074
0.785,19.681867830677792
0.786,19.696300074999826
0.787,19.71077755264055
0.788,19.725874299500827
0.789,19.740424129242935
0.79,19.754913862762862
0.791,19.769269168638925
0.792,19.783603350267136
0.793,19.7985610750325
0.794,19.813350399594004
0.795,19.828192646845253
0.796,19.842444896159144
0.797,19.856419539502213
0.798,19.869732056419576
0.799,19.88311274372922
0.8,19.896753786769402
0.801,19.910456783955464
0.802,19.924159006809926
0.803,19.937541222604963
0.804,19.951421314425943
0.805,19.96506840523145
0.806,19.978109634368106
0.807,19.990634076963428
0.808,20.002813313063932
0.809,20.014236931416644
0.81,20.025325331278502
0.811,20.035787152392988
0.812,20.045728739573256
0.8130000000000001,20.05575849228019
0.8140000000000001,20.066106822461077
0.8150000000000001,20.076493976205924
0.8160000000000001,20.08715613749617
0.8170000000000001,20.09836750268396
0.8180000000000001,20.10967723486237
0.8190000000000001,20.12116519853403
0.8200000000000001,20.132908366914865
0.8210000000000001,20.1444006262257
0.8220000000000001,20.155485933191475
0.8230000000000001,20.166736982955292
0.8240000000000001,20.177859900037415
0.8250000000000001,20.188987659913757
0.8260000000000001,20.199708021578502
0.8270000000000001,20.210250341556435
0.8280000000000001,20.221087010466217
0.8290000000000001,20.2318596600975
0.8300000000000001,20.243225615816726
0.8310000000000001,20.254446120383772
0.8320000000000001,20.265998871570993
0.833,20.277477051061776
0.834,20.288600146461874
0.835,20.3000523139213
0.836,20.311652522777905
0.837,20.323181630558867
0.838,20.334490043220505
0.839,20.345691001771065
0.84,20.357042768143444
0.841,20.3685179405664
0.842,20.380596137641632
0.843,20.39276048250557
0.844,20.404517279248726
0.845,20.41590877915373
0.846,20.42833868943355
0.847,20.441305910212588
0.848,20.454659418026132
0.849,20.468347911589408
0.85,20.481221041523387
0.851,20.493418248686513
0.852,20.50561520620624
0.853,20.51859469806027
0.854,20.53170214199362
0.855,20.54472766464158
0.856,20.557630958763973
0.857,20.570081606496483
0.858,20.58213131094741
0.859,20.59398396327077
0.86,20.60574118819481
0.861,20.6175384653512
0.862,20.630558318496096
0.863,20.64354740793992
0.864,20.656875662081617
0.865,20.670118199771963
0.866,20.683232379298833
0.867,20.695965899193663
0.868,20.70852481346155
0.869,20.720998084656756
0.87,20.733717754712224
0.871,20.746177447426017
0.872,20.75842654367798
0.873,20.770305902836533
0.874,20.781624733417434
0.875,20.79336143095817
0.876,20.80580505287242
0.877,20.818173339904934
0.878,20.830902076327426
0.879,20.84337910292616
0.88,20.855763536135008
0.881,20.868626100755403
0.882,20.881283627978622
0.883,20.89356877020807
0.884,20.905062419512074
0.885,20.915438656618516
0.886,20.925982712332907
0.887,20.93621286615536
0.888,20.94691586003113
0.889,20.958156931710114
0.89,20.969904413788065
0.891,20.982162392291553
0.892,20.99423828001329
0.893,21.006623738684585
0.894,21.01877274688721
0.895,21.030554620885166
0.896,21.042536736310627
0.897,21.05499439360602
0.898,21.067618298702143
0.899,21.08020845863824
0.9,21.092572579324997
0.901,21.10531813709961
0.902,21.118105990774207
0.903,21.131381949911667
0.904,21.14453975882728
0.905,21.158007920689926
0.906,21.171187328316126
0.907,21.184050845087942
0.908,21.197137195625356
0.909,21.210878534006255
0.91,21.22502227955329
0.911,21.23915139960451
0.912,21.25279244844938
0.913,21.266037566075898
0.914,21.27896073332
0.915,21.291286169433484
0.916,21.303275676351735
0.917,21.315042222542484
0.918,21.328026941960466
0.919,21.342135468266292
0.92,21.356482683399395
0.921,21.370980793630448
0.922,21.384645970080854
0.923,21.39846865004712
0.924,21.41220154307057
0.925,21.426555664700803
0.926,21.440876153759636
0.927,21.455588929623083
0.928,21.469606567468194
0.929,21.483097445859396
0.93,21.496424961017556
0.931,21.509839866076945
0.932,21.523640208743107
0.933,21.537555030585285
0.934,21.55135110236988
0.935,21.564489318432194
0.936,21.577601277586936
0.937,21.591295404356178
0.938,21.60531723568451
0.939,21.6194249000343
0.94,21.633808039680957
0.941,21.648220289305733
0.942,21.662841410453044
0.943,21.67792969012343
0.944,21.69313643688595
0.945,21.708447148484296
0.946,21.7234698990829
0.947,21.73892170520585
0.948,21.75461823161927
0.949,21.77104255896266
0.95,21.787682911222547
0.951,21.803167515195366
0.952,21.81811594988685
0.953,21.83322434016259
0.954,21.848359605537127
0.955,21.864354032084123
0.956,21.87993845753564
0.957,21.89498044123087
0.958,21.910272823117793
0.959,21.92590418391504
0.96,21.940488184348688
0.961,21.95519743207749
0.962,21.97118991453348
0.963,21.9877078789434
0.964,22.003949026030252
0.965,22.0198484913957
0.966,22.035294912105023
0.967,22.05058164587146
0.968,22.065894259900695
0.969,22.08131651971668
0.97,22.097758589805203
0.971,22.113760885197543
0.972,22.129304125837
0.973,22.145294293823618
0.974,22.16109480959175
0.975,22.176434595773564
0.976,22.191040811219743
0.977,22.20504727772445
0.978,22.219040680024353
0.979,22.233539763533848
0.98,22.24832281131664
0.981,22.262765513100646
0.982,22.277672414255832
0.983,22.29282570896055
0.984,22.30796000179517
0.985,22.323185034880645
0.986,22.338789569544026
0.987,22.35400565129219
0.988,22.369222929250185
0.989,22.384390277518083
0.99,22.399610224720778
0.991,22.414980635459216
0.992,22.4303161849255
0.993,22.445972091521824
0.994,22.46100558443053
0.995,22.475223747535626
0.996,22.489161645336615
0.997,22.502764782697138
0.998,22.516682895662896
0.999,22.53059558661282
1.0,22.54458217820791
1.001,22.558466446608342
1.002,22.572738121436732
1.003,22.587302807898883
1.004,22.601458361035895
1.005,22.61578088511865
1.006,22.629723494091593
1.007,22.64331331417871
1.008,22.656831507294932
1.009,22.66980289776627
1.01,22.682618241591385
1.011,22.695779871227746
1.012,22.709358064683048
1.013,22.722967533699286
1.014,22.736435880914534
1.015,22.750155840189024
1.016,22.763726053171013
1.017,22.777049872203854
1.018,22.79012265814322
1.019,22.803296462057382
1.02,22.817685479705112
1.021,22.832458092478117
1.022,22.847338277846504
1.023,22.86197730383714
1.024,22.876259075150724
1.025,22.891115388161005
1.026,22.905835382486224
1.027,22.920915736482968
1.028,22.935960144968316
1.029,22.950970831313064
1.03,22.965745314900463
1.031,22.980229615485005
1.032,22.994286696819717
1.033,23.008317898071486
1.034,23.022864020516153
1.035,23.037023581744236
1.036,23.051096138109234
1.037,23.06529544666457
1.038,23.080524663743457
1.039,23.096127901484785
1.04,23.11187188454307
1.041,23.127611793984773
1.042,23.14367438021177
1.043,23.160007028023784
1.044,23.17636290573899
1.045,23.1928871725545
1.046,23.20929753696248
1.047,23.22580937077566
1.048,23.241764424149025
1.049,23.258178010996996
1.05,23.273990309638375
1.051,23.290522324463115
1.052,23.307545367053596
1.053,23.32456579308813
1.054,23.340813181431123
1.055,23.357315171943057
1.056,23.373517534401987
1.057,23.389364579567342
1.058,23.405213180669023
1.059,23.420929364959914
1.06,23.436236616990513
1.061,23.45100277207836
1.062,23.465741315495663
1.063,23.48043834666658
1.064,23.49529748490035
1.065,23.510482424004636
1.066,23.5259937126555
1.067,23.5415741923915
1.068,23.557507308387905
1.069,23.5732138580231
1.07,23.58876957541359
1.071,23.60485364464052
1.072,23.620827096046167
1.073,23.636517235585956
1.074,23.65251869312077
1.075,23.668248901097712
1.076,23.684148009841778
1.077,23.700045484565408
1.078,23.716482543943712
1.079,23.732944433164683
1.08,23.749305464985788
1.081,23.76624067434401
1.082,23.78355294564086
1.083,23.801173949015066
1.084,23.818727760952534
1.085,23.83594065280791
1.086,23.853867082529177
1.087,23.8721467810007
1.088,23.890343066113815
1.089,23.908408023267686
1.09,23.9269802967354
1.091,23.94564781044789
1.092,23.964608746546325
1.093,23.984292394999343
1.094,24.00429184165278
1.095,24.024131067790762
1.096,24.04401274367477
1.097,24.063463491562917
1.098,24.082693934585564
1.099,24.102456922738018
1.1,24.121898304200936
1.101,24.1413779072503
1.102,24.160669274558348
1.103,24.179869660595514
1.104,24.199146982571268
1.105,24.218687587541904
1.106,24.238241379643874
1.107,24.258139970908758
1.108,24.278007339811488
1.109,24.297689584242374
1.11,24.31670283146988
1.111,24.335996234275175
1.112,24.356041996539325
1.113,24.376314256054947
1.114,24.396958144586723
1.115,24.41722226077842
1.116,24.437912564449974
1.117,24.458611142751334
1.118,24.47926947085296
1.119,24.49936296549472
1.12,24.51986581735762
1.121,24.54046053827117
1.122,24.560893715766788
1.123,24.581223441602226
1.124,24.601338490909814
1.125,24.62063013736452
1.126,24.639740491846208
1.127,24.659490328270014
1.128,24.679738956187325
1.129,24.700570702012538
1.13,24.72144610265992
1.131,24.741927457815464
1.132,24.76205817819557
1.133,24.781829262183294
1.134,24.801919674818826
